Product,Demand_Forecast,Current_Inventory,Supply_Readiness,Lead_Time_Days,Confirmed_Orders,Year,Month,Week,Revenue_Status,Date
Motorcycle Engine,1545,4123,1,6,2038,1996,8,32,0,8/11/1996
Truck Engine,1271,2093,0,11,1040,1996,8,31,0,8/4/1996
Bus Engine,957,3837,1,4,2298,1996,7,30,0,7/28/1996
Motorcycle Engine,2828,1131,0,8,2265,1996,7,29,1,7/21/1996
Truck Engine,1951,3079,0,13,2202,1996,7,28,1,7/14/1996
Motorcycle Engine,2003,4417,1,5,2343,1996,7,27,1,7/7/1996
Truck Engine,1554,2571,1,12,1582,1996,6,26,0,6/30/1996
Bus Engine,2392,4193,1,6,2485,1996,6,25,1,6/23/1996
Truck Engine,866,1694,1,4,1141,1996,6,24,1,6/16/1996
Motorcycle Engine,1028,2963,0,13,2381,1996,6,23,0,6/9/1996
Truck Engine,1721,4737,0,10,2132,1996,6,22,1,6/2/1996
Motorcycle Engine,1989,1135,0,12,865,1996,5,21,0,5/26/1996
Bus Engine,2607,4401,1,10,2192,1996,5,20,0,5/19/1996
Truck Engine,1757,2211,1,3,1569,1996,5,19,0,5/12/1996
Motorcycle Engine,2359,4580,0,12,1980,1996,5,18,1,5/5/1996
Motorcycle Engine,1225,1648,0,8,1521,1996,4,17,0,4/28/1996
Motorcycle Engine,2487,3739,1,3,1057,1996,4,16,1,4/21/1996
Truck Engine,1711,3584,0,8,1994,1996,4,15,0,4/14/1996
Truck Engine,1952,4315,0,9,2317,1996,4,14,0,4/7/1996
Truck Engine,1902,2615,0,4,2150,1996,3,13,1,3/31/1996
Bus Engine,2592,4790,1,11,1477,1996,3,12,0,3/24/1996
Motorcycle Engine,2011,1518,0,10,609,1996,3,11,1,3/17/1996
Motorcycle Engine,1507,3048,1,11,2262,1996,3,10,0,3/10/1996
Bus Engine,2811,2866,0,12,1834,1996,3,9,0,3/3/1996
Bus Engine,2992,4010,1,6,2088,1996,2,8,0,2/25/1996
Truck Engine,1429,3215,0,6,1414,1996,2,7,0,2/18/1996
Truck Engine,1359,3977,0,14,604,1996,2,6,0,2/11/1996
Truck Engine,587,1935,0,10,2469,1996,2,5,0,2/4/1996
Truck Engine,2597,2666,1,3,1018,1996,1,4,0,1/28/1996
Truck Engine,2991,1559,0,10,1282,1996,1,3,0,1/21/1996
Truck Engine,2046,4292,0,9,729,1996,1,2,1,1/14/1996
Bus Engine,1489,4821,1,14,1961,1996,1,1,1,1/7/1996
Bus Engine,2372,2674,1,9,1041,1995,12,52,1,12/31/1995
Bus Engine,639,3730,0,11,707,1995,12,51,0,12/24/1995
Motorcycle Engine,1710,1995,0,12,2346,1995,12,50,1,12/17/1995
Motorcycle Engine,2236,4823,0,9,1209,1995,12,49,1,12/10/1995
Truck Engine,1699,2631,0,4,1157,1995,12,48,0,12/3/1995
Bus Engine,1412,4079,0,3,1763,1995,11,47,1,11/26/1995
Motorcycle Engine,1093,2694,1,3,1070,1995,11,46,0,11/19/1995
Motorcycle Engine,2455,1759,0,9,2232,1995,11,45,1,11/12/1995
Bus Engine,1459,4946,1,7,902,1995,11,44,1,11/5/1995
Motorcycle Engine,1647,2107,1,6,1196,1995,10,43,1,10/29/1995
Motorcycle Engine,1835,2273,0,7,1291,1995,10,42,1,10/22/1995
Bus Engine,2057,3905,1,12,2013,1995,10,41,1,10/15/1995
Motorcycle Engine,2846,3543,0,12,2147,1995,10,40,0,10/8/1995
Bus Engine,2310,1651,1,8,718,1995,10,39,1,10/1/1995
Motorcycle Engine,2604,2412,1,14,1525,1995,9,38,0,9/24/1995
Bus Engine,1309,4649,0,12,962,1995,9,37,1,9/17/1995
Motorcycle Engine,1959,1994,0,8,2372,1995,9,36,0,9/10/1995
Motorcycle Engine,555,2333,1,3,2386,1995,9,35,1,9/3/1995
Bus Engine,575,1630,0,4,1415,1995,8,34,1,8/27/1995
Motorcycle Engine,531,3675,0,5,1607,1995,8,33,1,8/20/1995
Bus Engine,972,3593,1,6,1631,1995,8,32,1,8/13/1995
Bus Engine,1267,3057,1,8,1293,1995,8,31,1,8/6/1995
Motorcycle Engine,1928,2952,1,14,2382,1995,7,30,0,7/30/1995
Truck Engine,2752,1956,0,14,693,1995,7,29,1,7/23/1995
Motorcycle Engine,1323,3565,0,13,2202,1995,7,28,1,7/16/1995
Truck Engine,1993,2845,0,11,1344,1995,7,27,0,7/9/1995
Truck Engine,2179,3805,1,14,1074,1995,7,26,1,7/2/1995
Motorcycle Engine,1063,4642,0,4,1542,1995,6,25,1,6/25/1995
Truck Engine,882,3123,1,10,618,1995,6,24,1,6/18/1995
Bus Engine,2422,1012,1,11,1812,1995,6,23,1,6/11/1995
Bus Engine,1579,2599,1,4,2073,1995,6,22,1,6/4/1995
Truck Engine,582,3612,1,11,631,1995,5,21,0,5/28/1995
Bus Engine,1912,1124,1,9,1374,1995,5,20,1,5/21/1995
Motorcycle Engine,1337,1689,1,11,2451,1995,5,19,0,5/14/1995
Bus Engine,1535,3012,1,8,979,1995,5,18,1,5/7/1995
Truck Engine,2576,3563,0,4,619,1995,4,17,1,4/30/1995
Motorcycle Engine,953,4040,1,10,774,1995,4,16,0,4/23/1995
Bus Engine,2496,1443,0,12,1847,1995,4,15,1,4/16/1995
Motorcycle Engine,1988,4112,0,11,1906,1995,4,14,1,4/9/1995
Truck Engine,2749,3752,0,14,1444,1995,4,13,0,4/2/1995
Bus Engine,2246,1593,0,10,1325,1995,3,12,1,3/26/1995
Motorcycle Engine,2474,2371,0,4,1157,1995,3,11,1,3/19/1995
Motorcycle Engine,2988,2992,1,10,1322,1995,3,10,0,3/12/1995
Bus Engine,2054,2364,0,5,1538,1995,3,9,0,3/5/1995
Motorcycle Engine,1193,4776,0,5,1841,1995,2,8,1,2/26/1995
Motorcycle Engine,2494,2210,0,11,1075,1995,2,7,1,2/19/1995
Truck Engine,1905,3117,1,11,542,1995,2,6,1,2/12/1995
Truck Engine,1090,3067,0,11,1023,1995,2,5,0,2/5/1995
Truck Engine,2655,2409,0,6,1042,1995,1,4,0,1/29/1995
Truck Engine,2333,3418,0,14,1290,1995,1,3,1,1/22/1995
Truck Engine,2489,3954,0,9,1904,1995,1,2,1,1/15/1995
Truck Engine,1130,2342,1,10,1468,1995,1,1,1,1/8/1995
Bus Engine,2535,2523,0,7,813,1995,1,52,0,1/1/1995
Truck Engine,867,4882,1,3,1292,1994,12,51,0,12/25/1994
Motorcycle Engine,2686,3771,1,11,876,1994,12,50,0,12/18/1994
Bus Engine,877,4419,0,8,2185,1994,12,49,1,12/11/1994
Motorcycle Engine,2590,4008,0,5,1019,1994,12,48,1,12/4/1994
Truck Engine,2491,2579,1,5,2492,1994,11,47,1,11/27/1994
Truck Engine,2598,1910,0,12,1103,1994,11,46,0,11/20/1994
Motorcycle Engine,2587,4039,0,3,545,1994,11,45,1,11/13/1994
Motorcycle Engine,2646,3523,0,10,1978,1994,11,44,0,11/6/1994
Motorcycle Engine,1888,1117,1,4,1879,1994,10,43,1,10/30/1994
Bus Engine,2052,3150,1,14,641,1994,10,42,0,10/23/1994
Truck Engine,1673,4959,0,3,1111,1994,10,41,1,10/16/1994
Motorcycle Engine,2444,3488,0,9,2105,1994,10,40,1,10/9/1994
Truck Engine,871,2371,1,13,1905,1994,10,39,0,10/2/1994
Motorcycle Engine,568,3399,1,11,2334,1994,9,38,1,9/25/1994
Truck Engine,1257,1141,1,8,2391,1994,9,37,0,9/18/1994
Bus Engine,2047,1830,1,10,1982,1994,9,36,1,9/11/1994
Truck Engine,2539,3374,1,10,778,1994,9,35,1,9/4/1994
Motorcycle Engine,2380,1848,1,11,1451,1994,8,34,1,8/28/1994
Truck Engine,2082,4376,1,9,1387,1994,8,33,0,8/21/1994
Bus Engine,1259,3344,0,11,1761,1994,8,32,1,8/14/1994
Bus Engine,2732,2983,1,11,2379,1994,8,31,0,8/7/1994
Truck Engine,2028,2555,1,14,517,1994,7,30,1,7/31/1994
Motorcycle Engine,1100,4908,0,13,2449,1994,7,29,1,7/24/1994
Bus Engine,2338,4018,0,3,909,1994,7,28,0,7/17/1994
Bus Engine,1899,2318,0,8,821,1994,7,27,1,7/10/1994
Truck Engine,2090,1076,1,14,1685,1994,7,26,1,7/3/1994
Bus Engine,615,4849,1,10,1045,1994,6,25,0,6/26/1994
Bus Engine,956,1486,0,12,1043,1994,6,24,0,6/19/1994
Motorcycle Engine,2690,1018,0,11,1847,1994,6,23,1,6/12/1994
Motorcycle Engine,2375,2552,0,6,1480,1994,6,22,0,6/5/1994
Motorcycle Engine,2782,2362,1,4,2487,1994,5,21,0,5/29/1994
Truck Engine,1766,3843,0,13,1186,1994,5,20,1,5/22/1994
Bus Engine,756,2899,1,11,1879,1994,5,19,0,5/15/1994
Truck Engine,2508,3566,1,11,2458,1994,5,18,0,5/8/1994
Bus Engine,1963,3975,1,14,867,1994,5,17,1,5/1/1994
Bus Engine,2446,2153,1,10,1325,1994,4,16,0,4/24/1994
Bus Engine,1830,3874,0,5,724,1994,4,15,0,4/17/1994
Motorcycle Engine,2623,3568,0,7,1473,1994,4,14,1,4/10/1994
Truck Engine,2361,1131,0,4,720,1994,4,13,1,4/3/1994
Truck Engine,2773,1513,1,5,1140,1994,3,12,0,3/27/1994
Bus Engine,1604,1425,0,3,2229,1994,3,11,1,3/20/1994
Truck Engine,565,3435,1,6,1236,1994,3,10,0,3/13/1994
Motorcycle Engine,1998,2909,1,7,1151,1994,3,9,0,3/6/1994
Truck Engine,1684,1234,1,14,1554,1994,2,8,0,2/27/1994
Bus Engine,1309,1961,0,4,1373,1994,2,7,0,2/20/1994
Motorcycle Engine,2676,1827,1,5,1967,1994,2,6,1,2/13/1994
Motorcycle Engine,2379,4269,1,14,991,1994,2,5,1,2/6/1994
Bus Engine,2712,1067,0,8,813,1994,1,4,0,1/30/1994
Truck Engine,1044,1835,0,8,1072,1994,1,3,1,1/23/1994
Bus Engine,1129,1617,0,9,1633,1994,1,2,0,1/16/1994
Truck Engine,2118,4351,1,14,622,1994,1,1,0,1/9/1994
Truck Engine,609,3031,1,11,1958,1994,1,52,1,1/2/1994
Motorcycle Engine,1658,4744,0,6,1817,1993,12,51,1,12/26/1993
Bus Engine,2212,4298,1,7,643,1993,12,50,0,12/19/1993
Motorcycle Engine,2412,1803,1,13,974,1993,12,49,1,12/12/1993
Bus Engine,2553,2970,0,4,553,1993,12,48,0,12/5/1993
Bus Engine,2784,1280,0,8,2148,1993,11,47,1,11/28/1993
Motorcycle Engine,872,3016,0,6,713,1993,11,46,1,11/21/1993
Bus Engine,1778,2720,0,7,2243,1993,11,45,0,11/14/1993
Bus Engine,1449,3416,0,9,872,1993,11,44,1,11/7/1993
Truck Engine,2731,3566,0,8,522,1993,10,43,1,10/31/1993
Bus Engine,796,2241,0,10,2095,1993,10,42,0,10/24/1993
Bus Engine,1087,3489,0,8,1871,1993,10,41,0,10/17/1993
Motorcycle Engine,2726,1430,1,12,1034,1993,10,40,0,10/10/1993
Motorcycle Engine,2674,3779,1,10,709,1993,10,39,0,10/3/1993
Bus Engine,2778,3446,1,6,831,1993,9,38,0,9/26/1993
Truck Engine,2995,4283,1,14,1540,1993,9,37,0,9/19/1993
Truck Engine,2979,2527,1,9,1601,1993,9,36,1,9/12/1993
Motorcycle Engine,1268,2489,1,5,858,1993,9,35,0,9/5/1993
Bus Engine,2616,1588,1,3,1116,1993,8,34,0,8/29/1993
Bus Engine,1808,4301,1,11,1557,1993,8,33,0,8/22/1993
Truck Engine,1918,1377,1,11,1135,1993,8,32,1,8/15/1993
Truck Engine,931,2526,1,8,2186,1993,8,31,0,8/8/1993
Truck Engine,2518,3998,1,4,1910,1993,8,30,0,8/1/1993
Motorcycle Engine,610,1095,0,10,1337,1993,7,29,1,7/25/1993
Bus Engine,1162,4534,1,12,2118,1993,7,28,1,7/18/1993
Motorcycle Engine,1686,2603,0,8,2144,1993,7,27,0,7/11/1993
Bus Engine,2816,3371,1,9,2189,1993,7,26,1,7/4/1993
Motorcycle Engine,1729,4084,0,3,2240,1993,6,25,1,6/27/1993
Bus Engine,658,1916,1,5,2110,1993,6,24,0,6/20/1993
Truck Engine,1399,4377,0,3,2238,1993,6,23,0,6/13/1993
Truck Engine,2025,2348,1,12,750,1993,6,22,0,6/6/1993
Truck Engine,2124,2843,0,3,1608,1993,5,21,1,5/30/1993
Motorcycle Engine,1496,4530,1,14,962,1993,5,20,0,5/23/1993
Truck Engine,2796,2304,0,14,1125,1993,5,19,1,5/16/1993
Bus Engine,1827,2624,1,13,523,1993,5,18,0,5/9/1993
Motorcycle Engine,1889,2564,0,3,977,1993,5,17,1,5/2/1993
Bus Engine,2937,2756,0,6,1515,1993,4,16,0,4/25/1993
Motorcycle Engine,2965,2419,0,9,1850,1993,4,15,1,4/18/1993
Bus Engine,1805,3967,0,9,649,1993,4,14,0,4/11/1993
Bus Engine,1262,1097,0,14,900,1993,4,13,0,4/4/1993
Motorcycle Engine,1250,2782,0,7,571,1993,3,12,0,3/28/1993
Motorcycle Engine,1096,1961,0,14,1508,1993,3,11,1,3/21/1993
Truck Engine,2052,2133,0,8,1899,1993,3,10,1,3/14/1993
Truck Engine,519,2416,1,4,1653,1993,3,9,0,3/7/1993
Bus Engine,1496,2786,1,7,1627,1993,2,8,1,2/28/1993
Bus Engine,1572,4600,1,9,653,1993,2,7,0,2/21/1993
Bus Engine,1848,4747,0,11,1647,1993,2,6,1,2/14/1993
Motorcycle Engine,2699,3121,0,8,2039,1993,2,5,0,2/7/1993
Motorcycle Engine,2906,1666,1,14,1050,1993,1,4,1,1/31/1993
Truck Engine,1206,1971,1,12,659,1993,1,3,1,1/24/1993
Bus Engine,1116,3637,0,6,1384,1993,1,2,1,1/17/1993
Truck Engine,608,4450,0,5,1171,1993,1,1,1,1/10/1993
Motorcycle Engine,2001,3777,1,11,571,1993,1,53,1,1/3/1993
Motorcycle Engine,899,3418,0,9,1135,1992,12,52,0,12/27/1992
Motorcycle Engine,2514,3101,1,13,2402,1992,12,51,1,12/20/1992
Truck Engine,1354,4972,0,8,1545,1992,12,50,1,12/13/1992
Motorcycle Engine,2492,2169,1,9,1057,1992,12,49,1,12/6/1992
Bus Engine,945,4493,1,10,962,1992,11,48,1,11/29/1992
Truck Engine,2172,2574,0,7,1924,1992,11,47,0,11/22/1992
Motorcycle Engine,1376,2526,1,5,1846,1992,11,46,1,11/15/1992
Truck Engine,1170,4960,0,5,1389,1992,11,45,1,11/8/1992
Truck Engine,1555,1990,0,4,2396,1992,11,44,0,11/1/1992
Motorcycle Engine,1131,4241,0,10,1154,1992,10,43,0,10/25/1992
Motorcycle Engine,1932,4822,0,3,1841,1992,10,42,1,10/18/1992
Truck Engine,851,3310,0,14,2172,1992,10,41,0,10/11/1992
Truck Engine,1767,4266,1,10,1944,1992,10,40,1,10/4/1992
Motorcycle Engine,1521,2228,0,5,1126,1992,9,39,1,9/27/1992
Bus Engine,1073,4848,0,11,2217,1992,9,38,0,9/20/1992
Truck Engine,2577,2211,1,14,1352,1992,9,37,1,9/13/1992
Truck Engine,2456,3208,0,14,2370,1992,9,36,0,9/6/1992
Bus Engine,2768,4832,1,13,2292,1992,8,35,0,8/30/1992
Motorcycle Engine,1855,4696,0,4,2101,1992,8,34,1,8/23/1992
Motorcycle Engine,1173,1101,1,12,1295,1992,8,33,1,8/16/1992
Bus Engine,1221,3291,0,11,1352,1992,8,32,0,8/9/1992
Motorcycle Engine,2861,2517,0,8,1025,1992,8,31,1,8/2/1992
Motorcycle Engine,770,1204,0,3,1612,1992,7,30,0,7/26/1992
Truck Engine,1942,1636,0,7,1327,1992,7,29,0,7/19/1992
Truck Engine,1860,4583,0,12,1079,1992,7,28,0,7/12/1992
Truck Engine,1526,4703,1,11,780,1992,7,27,0,7/5/1992
Bus Engine,2541,4170,1,8,1766,1992,6,26,1,6/28/1992
Motorcycle Engine,1068,1748,0,9,1732,1992,6,25,1,6/21/1992
Motorcycle Engine,1774,1492,1,6,1913,1992,6,24,1,6/14/1992
Truck Engine,1563,1581,0,3,2290,1992,6,23,1,6/7/1992
Truck Engine,1928,4962,0,7,525,1992,5,22,1,5/31/1992
Bus Engine,531,4292,0,4,817,1992,5,21,1,5/24/1992
Motorcycle Engine,723,3577,1,10,1898,1992,5,20,0,5/17/1992
Bus Engine,909,1275,0,6,2279,1992,5,19,1,5/10/1992
Motorcycle Engine,2141,2245,1,3,2493,1992,5,18,0,5/3/1992
Bus Engine,2302,1788,0,12,1320,1992,4,17,0,4/26/1992
Truck Engine,2822,4957,0,9,1591,1992,4,16,0,4/19/1992
Bus Engine,2263,4733,1,14,2291,1992,4,15,1,4/12/1992
Bus Engine,2178,4406,0,13,614,1992,4,14,0,4/5/1992
Truck Engine,1295,4930,1,4,1108,1992,3,13,1,3/29/1992
Motorcycle Engine,1466,1455,0,5,1552,1992,3,12,0,3/22/1992
Motorcycle Engine,1813,2178,0,11,1929,1992,3,11,1,3/15/1992
Truck Engine,1337,3397,0,11,2493,1992,3,10,1,3/8/1992
Bus Engine,820,1818,1,4,872,1992,3,9,1,3/1/1992
Bus Engine,1824,1416,0,5,2179,1992,2,8,1,2/23/1992
Bus Engine,2889,2553,1,13,2355,1992,2,7,1,2/16/1992
Motorcycle Engine,1834,1433,0,14,1443,1992,2,6,0,2/9/1992
Bus Engine,854,3429,0,11,526,1992,2,5,1,2/2/1992
Motorcycle Engine,1014,4048,1,3,596,1992,1,4,1,1/26/1992
Bus Engine,995,1897,0,4,1800,1992,1,3,0,1/19/1992
Truck Engine,2435,3478,0,13,521,1992,1,2,1,1/12/1992
Truck Engine,2121,4940,1,4,1997,1992,1,1,1,1/5/1992
Motorcycle Engine,2560,2949,1,12,888,1991,12,52,1,12/29/1991
Motorcycle Engine,2024,2110,1,5,996,1991,12,51,1,12/22/1991
Truck Engine,2087,1194,0,12,737,1991,12,50,1,12/15/1991
Truck Engine,2991,1043,1,5,2456,1991,12,49,0,12/8/1991
Bus Engine,2079,2890,1,12,2349,1991,12,48,1,12/1/1991
Truck Engine,2265,2862,0,4,1620,1991,11,47,0,11/24/1991
Motorcycle Engine,2495,2799,1,10,2462,1991,11,46,1,11/17/1991
Truck Engine,1772,2335,1,10,1030,1991,11,45,0,11/10/1991
Motorcycle Engine,2584,4452,0,10,1599,1991,11,44,0,11/3/1991
Motorcycle Engine,1550,1138,1,4,736,1991,10,43,0,10/27/1991
Bus Engine,552,2816,0,11,864,1991,10,42,1,10/20/1991
Bus Engine,965,1108,1,13,2100,1991,10,41,1,10/13/1991
Bus Engine,839,1521,1,9,743,1991,10,40,0,10/6/1991
Bus Engine,1885,2944,0,14,805,1991,9,39,1,9/29/1991
Truck Engine,1649,3864,1,7,808,1991,9,38,1,9/22/1991
Bus Engine,862,2568,0,9,1325,1991,9,37,0,9/15/1991
Truck Engine,2897,1128,1,10,1732,1991,9,36,1,9/8/1991
Bus Engine,696,4431,1,11,1471,1991,9,35,0,9/1/1991
Bus Engine,1943,3450,0,4,2013,1991,8,34,1,8/25/1991
Motorcycle Engine,1904,3129,0,8,1796,1991,8,33,0,8/18/1991
Truck Engine,1259,1391,1,11,2494,1991,8,32,1,8/11/1991
Motorcycle Engine,2188,4653,1,8,2045,1991,8,31,1,8/4/1991
Bus Engine,1331,2561,1,4,903,1991,7,30,0,7/28/1991
Truck Engine,1393,2727,0,3,1130,1991,7,29,0,7/21/1991
Bus Engine,1156,3124,0,14,1937,1991,7,28,1,7/14/1991
Motorcycle Engine,2959,2031,1,5,881,1991,7,27,0,7/7/1991
Truck Engine,2837,2945,1,13,1173,1991,6,26,0,6/30/1991
Motorcycle Engine,2425,4537,1,7,805,1991,6,25,0,6/23/1991
Bus Engine,1354,1084,0,9,2308,1991,6,24,0,6/16/1991
Bus Engine,614,2563,1,12,1848,1991,6,23,0,6/9/1991
Bus Engine,1123,1778,0,12,1817,1991,6,22,1,6/2/1991
Truck Engine,1296,4041,0,5,2003,1991,5,21,0,5/26/1991
Motorcycle Engine,2601,4479,1,11,704,1991,5,20,0,5/19/1991
Motorcycle Engine,1661,4588,0,12,1433,1991,5,19,0,5/12/1991
Bus Engine,1091,1280,0,14,1717,1991,5,18,0,5/5/1991
Motorcycle Engine,1813,3890,1,6,2067,1991,4,17,1,4/28/1991
Truck Engine,2461,2881,1,12,1439,1991,4,16,0,4/21/1991
Bus Engine,2865,3274,1,4,1503,1991,4,15,1,4/14/1991
Bus Engine,800,2610,1,5,890,1991,4,14,1,4/7/1991
Bus Engine,2133,4142,1,7,2137,1991,3,13,0,3/31/1991
Truck Engine,1072,4394,1,5,1275,1991,3,12,0,3/24/1991
Bus Engine,1691,1608,1,7,1993,1991,3,11,1,3/17/1991
Bus Engine,1335,3069,0,6,732,1991,3,10,1,3/10/1991
Bus Engine,1113,1642,1,13,1581,1991,3,9,1,3/3/1991
Bus Engine,519,4417,1,12,709,1991,2,8,0,2/24/1991
Motorcycle Engine,1873,4668,1,5,1866,1991,2,7,1,2/17/1991
Bus Engine,575,2792,1,14,1912,1991,2,6,0,2/10/1991
Truck Engine,773,2759,1,8,2004,1991,2,5,1,2/3/1991
Bus Engine,790,2369,1,10,678,1991,1,4,1,1/27/1991
Bus Engine,569,3147,0,14,791,1991,1,3,0,1/20/1991
Motorcycle Engine,1383,4126,1,6,879,1991,1,2,0,1/13/1991
Bus Engine,571,1177,0,11,2181,1991,1,1,1,1/6/1991
Motorcycle Engine,1720,4412,1,8,1290,1990,12,52,0,12/30/1990
Truck Engine,1906,4768,0,7,995,1990,12,51,0,12/23/1990
Motorcycle Engine,1477,2379,0,5,1204,1990,12,50,1,12/16/1990
Bus Engine,1011,4465,0,7,975,1990,12,49,0,12/9/1990
Truck Engine,1629,4189,1,7,1804,1990,12,48,0,12/2/1990
Bus Engine,1389,1350,1,14,1054,1990,11,47,1,11/25/1990
Motorcycle Engine,2973,1003,1,14,1489,1990,11,46,1,11/18/1990
Truck Engine,2491,1065,1,6,1925,1990,11,45,0,11/11/1990
Truck Engine,1278,2786,1,14,600,1990,11,44,0,11/4/1990
Motorcycle Engine,1429,4817,1,8,2247,1990,10,43,0,10/28/1990
Motorcycle Engine,623,1228,0,5,1855,1990,10,42,1,10/21/1990
Truck Engine,2442,3473,0,12,758,1990,10,41,1,10/14/1990
Truck Engine,991,2045,0,3,2008,1990,10,40,0,10/7/1990
Motorcycle Engine,2629,3081,1,9,1395,1990,9,39,0,9/30/1990
Bus Engine,944,1847,1,9,1881,1990,9,38,0,9/23/1990
Truck Engine,965,3683,0,14,1716,1990,9,37,1,9/16/1990
Motorcycle Engine,1115,1026,1,6,1669,1990,9,36,1,9/9/1990
Bus Engine,1821,3887,1,11,1172,1990,9,35,0,9/2/1990
Truck Engine,2163,4033,1,14,1622,1990,8,34,0,8/26/1990
Truck Engine,1420,2237,0,4,1899,1990,8,33,0,8/19/1990
Motorcycle Engine,509,2987,0,3,603,1990,8,32,0,8/12/1990
Bus Engine,1184,1163,1,5,2071,1990,8,31,1,8/5/1990
Truck Engine,2822,2281,0,9,1257,1990,7,30,0,7/29/1990
Bus Engine,2147,2597,0,11,1500,1990,7,29,0,7/22/1990
Bus Engine,602,3164,1,4,2177,1990,7,28,1,7/15/1990
Truck Engine,1029,3554,1,8,986,1990,7,27,0,7/8/1990
Bus Engine,2745,2955,0,5,2037,1990,7,26,0,7/1/1990
Truck Engine,1684,2698,0,7,2046,1990,6,25,0,6/24/1990
Bus Engine,2193,1957,1,14,1893,1990,6,24,0,6/17/1990
Truck Engine,1642,4294,1,11,931,1990,6,23,0,6/10/1990
Motorcycle Engine,899,1359,1,5,1590,1990,6,22,0,6/3/1990
Truck Engine,1273,3219,0,3,2139,1990,5,21,1,5/27/1990
Truck Engine,2330,4598,0,7,1197,1990,5,20,0,5/20/1990
Truck Engine,2049,1971,1,3,1602,1990,5,19,1,5/13/1990
Bus Engine,1186,1244,1,10,1628,1990,5,18,1,5/6/1990
Motorcycle Engine,2060,4449,1,9,2240,1990,4,17,1,4/29/1990
Bus Engine,518,1141,1,13,1729,1990,4,16,1,4/22/1990
Bus Engine,2919,3147,0,4,1414,1990,4,15,0,4/15/1990
Truck Engine,1740,1149,1,13,1116,1990,4,14,0,4/8/1990
Bus Engine,508,4256,1,11,1887,1990,4,13,0,4/1/1990
Truck Engine,2782,2083,0,7,2383,1990,3,12,0,3/25/1990
Motorcycle Engine,2412,2068,1,9,2077,1990,3,11,1,3/18/1990
Bus Engine,1929,3916,0,6,1715,1990,3,10,1,3/11/1990
Bus Engine,2111,4785,0,14,1903,1990,3,9,1,3/4/1990
Bus Engine,672,1545,0,3,1291,1990,2,8,0,2/25/1990
Truck Engine,1295,1694,1,10,1416,1990,2,7,1,2/18/1990
Truck Engine,1503,2028,0,3,2446,1990,2,6,0,2/11/1990
Bus Engine,655,4362,1,5,2093,1990,2,5,1,2/4/1990
Bus Engine,2775,2164,0,8,998,1990,1,4,0,1/28/1990
Motorcycle Engine,1007,2643,0,10,1658,1990,1,3,1,1/21/1990
Motorcycle Engine,2077,4586,0,10,684,1990,1,2,1,1/14/1990
Motorcycle Engine,2595,3954,1,4,2159,1990,1,1,0,1/7/1990
Motorcycle Engine,1007,1732,1,11,662,1989,12,52,1,12/31/1989
Motorcycle Engine,1346,4296,0,6,2227,1989,12,51,1,12/24/1989
Truck Engine,854,3381,1,6,1976,1989,12,50,0,12/17/1989
Motorcycle Engine,2574,3667,0,4,954,1989,12,49,1,12/10/1989
Motorcycle Engine,2163,1406,0,3,1403,1989,12,48,1,12/3/1989
Bus Engine,1101,3558,0,12,1728,1989,11,47,1,11/26/1989
Truck Engine,1570,2942,0,9,675,1989,11,46,1,11/19/1989
Motorcycle Engine,543,2153,1,13,1329,1989,11,45,0,11/12/1989
Motorcycle Engine,2854,4339,0,12,2399,1989,11,44,0,11/5/1989
Motorcycle Engine,678,2738,1,5,2471,1989,10,43,1,10/29/1989
Bus Engine,1502,4838,0,6,917,1989,10,42,0,10/22/1989
Bus Engine,1988,2041,0,13,1101,1989,10,41,1,10/15/1989
Bus Engine,1720,3276,0,11,1379,1989,10,40,0,10/8/1989
Motorcycle Engine,2795,4034,0,8,1557,1989,10,39,1,10/1/1989
Bus Engine,1339,3915,0,3,655,1989,9,38,1,9/24/1989
Motorcycle Engine,2831,4179,1,11,1654,1989,9,37,0,9/17/1989
Truck Engine,1563,1747,1,11,843,1989,9,36,1,9/10/1989
Motorcycle Engine,1401,3543,0,7,740,1989,9,35,1,9/3/1989
Bus Engine,2067,1321,1,10,1073,1989,8,34,1,8/27/1989
Truck Engine,1550,2245,1,9,954,1989,8,33,1,8/20/1989
Motorcycle Engine,1435,4351,0,13,2089,1989,8,32,0,8/13/1989
Truck Engine,2642,1775,0,10,2257,1989,8,31,0,8/6/1989
Truck Engine,2941,2919,0,11,901,1989,7,30,0,7/30/1989
Truck Engine,1755,4415,0,4,1036,1989,7,29,0,7/23/1989
Motorcycle Engine,1729,3502,1,12,1792,1989,7,28,1,7/16/1989
Bus Engine,1877,4443,1,7,1135,1989,7,27,1,7/9/1989
Motorcycle Engine,1565,1946,1,10,2440,1989,7,26,1,7/2/1989
Bus Engine,1003,3898,1,5,1637,1989,6,25,1,6/25/1989
Motorcycle Engine,2226,4067,0,13,1302,1989,6,24,0,6/18/1989
Motorcycle Engine,2619,3017,0,13,1610,1989,6,23,0,6/11/1989
Motorcycle Engine,2267,4548,0,8,1066,1989,6,22,0,6/4/1989
Bus Engine,2674,2216,0,8,2349,1989,5,21,1,5/28/1989
Motorcycle Engine,2212,3934,1,9,2452,1989,5,20,1,5/21/1989
Truck Engine,839,1421,1,13,962,1989,5,19,1,5/14/1989
Motorcycle Engine,1680,4784,0,5,1629,1989,5,18,1,5/7/1989
